"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MCF2",6.14382975476446e-08,-0.566970019784014,0.019,0.121,0.00159714998304857
"MIR29B2CHG",6.35642949307722e-08,-0.999694625334291,0.338,0.563,0.00165241741102035
"SLFN13",6.41503067508493e-08,0.676979797345815,0.151,0,0.00166765137429508
"ANLN",6.65759130390816e-08,0.728247049703366,0.161,0.006,0.00173070743536396
"SYT17",6.68714495980179e-08,-0.583624618589818,0.292,0.523,0.00173839020375007
"RHBDF2",7.00528303822674e-08,-0.489807165127479,0.617,0.793,0.00182109337861742
"CSF2RA",7.28137193358663e-08,-0.995766187867439,0.363,0.563,0.00189286544785518
"SHCBP1",7.29393714005745e-08,0.652102752468156,0.17,0.011,0.00189613189892934
"PJA2",7.40383709483926e-08,-0.623376315547956,0.224,0.443,0.00192470149117441
"ADAM28",7.69160726494784e-08,-0.608131890489226,0.63,0.799,0.00199951022459584
"GPBP1",7.93041496855893e-08,-0.818390257933758,0.449,0.649,0.00206159067522658
"ACTB",7.96706386481734e-08,0.837489190775108,0.572,0.391,0.00207111792229792
"DNM2",8.60595153287526e-08,0.608428947429114,0.755,0.592,0.00223720316048625
"JAZF1",8.62459488795497e-08,0.663591661549294,0.828,0.799,0.00224204968707277
"ATF6",8.65147396769611e-08,-0.709129363949056,0.378,0.586,0.00224903717264228
"TSC22D2",8.83273887631965e-08,-0.793464765011629,0.28,0.489,0.00229615879828806
"GRIN1",9.01051776150831e-08,-0.460348448656668,0.032,0.149,0.0023423741972817
"RGL1",9.08906657599182e-08,-1.13465182373798,0.258,0.448,0.00236279374709483
"EDEM1",9.19191570315239e-08,-0.589476853217989,0.11,0.282,0.0023895304061915
"FAM20A",9.31546078037771e-08,1.03780022390771,0.402,0.201,0.00242164718446699
"COTL1",9.44240051637963e-08,0.651555490771858,0.609,0.379,0.00245464643823805
"MAF",9.67974756939117e-08,-0.718944688399012,0.318,0.523,0.00251634717813893
"SLC25A32",1.04051495928328e-07,-0.501840571106698,0.06,0.201,0.00270492268815282
"ZDHHC21",1.07029170787622e-07,-0.554638779074209,0.232,0.443,0.00278233032379501
"XYLT1",1.10253942482743e-07,0.758275260145685,0.355,0.132,0.0028661614887814
"SNCA",1.14778480257917e-07,-0.881271724191363,0.29,0.477,0.00298378137278481
"NR4A1",1.16613874161338e-07,-1.35138695701019,0.065,0.201,0.00303149427269815
"DDB2",1.17407598117032e-07,0.962321121915684,0.391,0.184,0.00305212792065037
"PLEKHA3",1.20407911318162e-07,-0.428907931578038,0.028,0.138,0.00313012406262694
"MCM7",1.26553157645743e-07,0.623160836924819,0.176,0.017,0.00328987588615873
"DNAJB11",1.27031686690091e-07,-0.376864505712637,0.047,0.178,0.0033023157271956
"WDR76",1.30180798327679e-07,0.811220019197214,0.215,0.04,0.00338418003332634
"LIG1",1.34053226540185e-07,0.818047319617684,0.282,0.092,0.00348484767713864
"RASGEF1C",1.36072355767738e-07,-0.732786941249204,0.516,0.713,0.00353733696053811
"FCGR2A",1.40150345046519e-07,-0.744347266586261,0.163,0.351,0.00364334836982931
"SLC39A14",1.45248019245356e-07,-0.653572338432303,0.062,0.201,0.00377586750830228
"PTP4A2",1.47235017048834e-07,-0.681127611832348,0.155,0.339,0.00382752150320149
"GCA",1.5546946018206e-07,-0.653568535878827,0.114,0.276,0.00404158408689282
"MGAT4A",1.59675939682419e-07,-0.722065715396232,0.673,0.747,0.00415093572798417
"GATAD2A",1.59800130618432e-07,0.747232468707632,0.512,0.305,0.00415416419555675
"FMN1",1.6261750761587e-07,-0.751496736441069,0.492,0.672,0.00422740472798216
"HIF1A",1.64147224767932e-07,-1.13629936759158,0.48,0.649,0.00426717125506717
"KIF4A",1.667223816999e-07,0.708796649273752,0.142,0,0.0043341150346706
"DNA2",1.67183226505001e-07,0.756762210126613,0.211,0.04,0.00434609515622401
"ZNF124",1.73815036454275e-07,-0.691740025082669,0.335,0.529,0.00451849568766534
"IQGAP3",1.75868059847711e-07,0.716818763994685,0.163,0.011,0.0045718660838011
"FRMD4B",1.81277969748681e-07,0.793426152580927,0.6,0.397,0.00471250210158671
"VAV1",1.91099716353648e-07,0.625390636583425,0.673,0.489,0.00496782822632943
"DGCR8",1.9762758436704e-07,0.698344746059152,0.245,0.063,0.00513752668320557
"RBM17",1.978761234041e-07,0.756960747141698,0.308,0.121,0.00514398770401299
"DDX11",2.02712357353036e-07,0.712716849741926,0.224,0.052,0.00526971044174953
"ASF1B",2.08419233948384e-07,0.600351353465824,0.153,0.006,0.00541806640572218
"ADAMTS17",2.10981097714269e-07,0.897707647455291,0.219,0.046,0.00548466461618014
"FAM89A",2.13473338132404e-07,-0.346188942735617,0.034,0.149,0.00554945289808997
"ESPL1",2.56500709909627e-07,0.652137548204588,0.148,0.006,0.00666799245481067
"IRAK2",2.61875625555447e-07,-2.316363159379,0.168,0.328,0.00680771876193941
"RECQL4",2.67774917515943e-07,0.581245028240957,0.138,0,0.00696107675574446
"MAP4K3",2.84931951079282e-07,-0.828934919549347,0.292,0.489,0.00740709100025701
"IDH2",2.85162608593872e-07,0.657799513449375,0.303,0.103,0.00741308717300631
"GALM",3.13525199351808e-07,0.864286165088644,0.297,0.109,0.00815040108234961
"SPC25",3.24561341578843e-07,0.659959674931974,0.146,0.006,0.0084372966356836
"INO80D",3.30635037686054e-07,-0.407375218376966,0.847,0.897,0.00859518843968665
"SYNE2",3.39619178650075e-07,1.30494005620582,0.202,0.04,0.00882874016818736
"MYBL1",3.43547278055404e-07,0.712493181169477,0.148,0.006,0.00893085504032828
"AC091948.1",3.58194696674191e-07,-0.564980549884253,0.026,0.126,0.00931162933474227
"ELOVL5",3.62439633868678e-07,-0.927804731961821,0.234,0.443,0.00942198072205014
"AC008691.1",3.67805076247188e-07,-1.30749031156317,0.12,0.27,0.00956146076212191
"SMC2",3.68598459317412e-07,0.654615429444657,0.198,0.034,0.00958208554841544
"NFKB2",3.84822819957199e-07,-0.455702499500518,0.026,0.126,0.0100038540276074
"MS4A14",4.18618105070856e-07,-0.408873320944315,0.06,0.195,0.010882396259422
"BHLHE41",4.28543537117507e-07,-0.719954337085818,0.325,0.523,0.0111404177909067
"ASMTL-AS1",4.34689526005222e-07,0.530362013818493,0.202,0.034,0.0113001889180317
"AP001347.1",4.37206673943431e-07,0.679566370104551,0.241,0.063,0.0113656246958334
"ARRDC5",4.55375452106183e-07,-0.489442128398065,0.092,0.247,0.0118379402529523
"CACNA1A",4.69896480620909e-07,-0.445972368715554,0.288,0.506,0.0122154289102212
"FGL2",4.88053233712136e-07,-0.471092034315418,0.049,0.172,0.0126874318635807
"OXR1",4.96331138983294e-07,-0.728953244416198,0.529,0.672,0.0129026242890097
"FAM49A",5.00861383066607e-07,-1.01207932038261,0.185,0.356,0.0130203925141995
"CHAF1A",5.05522312637402e-07,0.640138672132107,0.202,0.04,0.0131415580393219
"DOCK10",5.11027216288892e-07,0.484152588669121,0.895,0.833,0.013284663514646
"MCM10",5.42572748336135e-07,0.505611455706888,0.131,0,0.0141047211657462
"ENO1",5.64734602437825e-07,0.716031679633859,0.312,0.121,0.0146808407249737
"DNAJB6",5.83539259068767e-07,-0.962829166925647,0.366,0.563,0.0151696865787517
"NAA16",5.90899595005437e-07,-0.620478858409038,0.219,0.408,0.0153610258717613
"MKLN1",6.18423952922204e-07,-0.660161515236596,0.51,0.649,0.0160765490801656
"HMBOX1",6.21159184265442e-07,-0.644019272113113,0.295,0.483,0.0161476541541644
"RAB1A",6.2265761242867e-07,-0.598937030971389,0.505,0.69,0.0161866072926957
"HAVCR2",6.29607277607669e-07,0.67370074508842,0.563,0.374,0.016367270788689
"QKI",6.55842405004839e-07,-0.447025208749284,0.865,0.937,0.0170492791605058
"MAML2",6.71709892581452e-07,-0.605835256200695,0.839,0.851,0.0174617703675474
"DNMT1",6.89561328094993e-07,0.875010644775371,0.383,0.207,0.0179258362851574
"BCKDHB",6.93891148162133e-07,-0.6396089541143,0.183,0.356,0.0180383942876228
"RFX3",7.1179628627063e-07,-0.687695474930972,0.327,0.506,0.0185038562578913
