"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SPP1",7.28137094321737e-07,0.737150170389582,0.175,0.006,0.0189286519039879
"DACH1",7.32216433718746e-07,-0.865381452298163,0.228,0.637,0.0190346984109525
"MCHR2",7.46348181893259e-07,-0.815055843667384,0.158,0.567,0.0194020673364972
"GUCY1A2",7.51537904574131e-07,-1.06603825442017,0.298,0.682,0.0195369793673091
"KCTD16",7.65550762723522e-07,-1.69426432117106,0.439,0.65,0.0199012576277607
"SAMD12",7.6798674005888e-07,-0.563880367465851,0.509,0.777,0.0199645832945707
"CNTN5",8.30413294542112e-07,-1.41595859152348,0.316,0.675,0.0215874240049167
"SEMA3C",9.86224466502826e-07,1.22879320179322,0.228,0.025,0.0256378912312075
"TESPA1",1.08715480103504e-06,-0.699589983756321,0.018,0.35,0.0282616762077068
"STXBP5",1.09493984206557e-06,-0.899705088844424,0.544,0.79,0.0284640561343365
"SCLT1",1.10726281551986e-06,-0.814376209515932,0.298,0.701,0.0287844041522543
"SGCZ",1.12305743168148e-06,-1.48763365146254,0.351,0.65,0.0291950009939918
"WDR86",1.12712344310302e-06,0.467754615947688,0.193,0.013,0.0293007010269062
"AC092691.1",1.19581689248814e-06,-1.45725034348426,0.456,0.669,0.0310864559371216
"GALNTL6",1.26736827687758e-06,-1.42218596878242,0.228,0.592,0.0329465057257096
"GABRA2",1.3107615551006e-06,-0.695441981474335,0.193,0.573,0.0340745573863953
"RIMS2",1.31623087448108e-06,-1.2302796329065,0.561,0.732,0.03421673781301
"RPS6KA5",1.32125882139825e-06,-0.930952657868914,0.263,0.662,0.0343474443210689
"GRM1",1.35955257363467e-06,-1.18106452790656,0.158,0.529,0.0353429287042069
"MAGI2",1.51752933249497e-06,-0.872956370901861,0.719,0.873,0.0394496925275392
"SLC26A4",1.54023708465235e-06,-0.816050904525209,0.158,0.529,0.0400400032526226
"TMEFF2",1.57417493668866e-06,-0.938994201054147,0.281,0.631,0.0409222516541585
"FRMPD4",1.58201791881648e-06,-1.03968820169054,0.298,0.656,0.0411261378175531
"PPM1L",1.62809171015901e-06,-0.835514266312217,0.263,0.707,0.0423238720972937
"RAB6B",1.78910098340093e-06,-0.557082749178904,0.123,0.497,0.0465094691644907
"CTDSPL",1.91271474957274e-06,-0.861938107761281,0.386,0.713,0.0497229326298929
"MED12L",2.05727034227367e-06,-1.08765231682331,0.333,0.656,0.0534807998177463
"KALRN",2.06215981264961e-06,-0.848916281535186,0.754,0.892,0.0536079064896393
"DNM3",2.13490908391768e-06,-0.853866339368912,0.439,0.764,0.0554990965455241
"GABRB1",2.15372628094049e-06,-0.953818519435087,0.246,0.643,0.0559882683993291
"TMEM106B",2.20266496991447e-06,-0.440217253205192,0.105,0.471,0.0572604785578965
"TSEN15",2.42164641529087e-06,-0.444263966151437,0.088,0.452,0.0629531202119014
"ITGB8",2.48043180629885e-06,-0.921320418338482,0.263,0.599,0.0644813052365448
"AGTPBP1",2.52539100721463e-06,-0.725962159105234,0.298,0.669,0.0656500646235515
"TBCK",2.56373725603172e-06,-0.716512966415264,0.439,0.803,0.0666469137078007
"KIAA0825",2.84808464895376e-06,-0.876467772312071,0.316,0.675,0.0740388085342019
"ZBTB16",2.85951700013265e-06,-0.875738359714183,0.404,0.809,0.0743360039354483
"ADGRL3",2.86861715221448e-06,-0.785094574367598,0.526,0.822,0.0745725714889677
"SCN1A",2.98073273969543e-06,-0.754439437318673,0.246,0.592,0.0774871283011225
"SHC3",3.00638117507514e-06,-0.880123378449796,0.211,0.586,0.0781538850272533
"SATB2",3.09082824191626e-06,-1.05760119984323,0.386,0.669,0.0803491709768552
"NECAB1",3.19080338418477e-06,-0.925334782777804,0.281,0.624,0.0829481247752674
"SESN3",3.22429652909654e-06,-0.564904578015285,0.298,0.713,0.0838188125703938
"GRM5",3.23938572694505e-06,-1.04243453319724,0.333,0.682,0.0842110713576635
"PDLIM7",3.32507072953445e-06,0.845731311541442,0.386,0.134,0.0864385386849774
"LINC01197",3.34295730250408e-06,-0.531633772458057,0.105,0.49,0.086903518035896
"CNTNAP4",3.35277508135474e-06,-0.863170871557674,0.211,0.548,0.0871587410148979
"GRK3",3.40066766533344e-06,-0.717506493666527,0.298,0.662,0.0884037566280082
"KHDRBS2",3.42485454126182e-06,-1.28460704376946,0.456,0.694,0.0890325186546423
"SLAIN1",3.49025985610783e-06,-0.562486378079065,0.211,0.573,0.0907327952193792
"DMD",3.58622803215203e-06,-1.06616336205996,0.544,0.783,0.0932275839238242
"CDH2",3.59119057720027e-06,-0.688863263242754,0.386,0.701,0.0933565902448982
"CLMP",3.83578171773885e-06,2.08955823410461,0.351,0.108,0.0997149815343392
"SLC35F3",3.9456319282997e-06,-0.628049348820883,0.14,0.529,0.102570647608079
"HIVEP2",4.12132631721369e-06,-0.670674369792088,0.474,0.828,0.107137998942287
"AASDHPPT",4.18668191132512e-06,-0.385455496564215,0.035,0.369,0.108836982966808
"CCSER1",4.21051908614989e-06,-0.933274439173922,0.456,0.777,0.109456654163553
"CNKSR2",4.49407935134178e-06,-1.07278283353955,0.404,0.662,0.116828086817481
"AC020911.2",4.74364296418652e-06,0.770578417124363,0.281,0.057,0.123315742496993
"NPTX2",4.74878764214462e-06,0.594159406365676,0.175,0.013,0.123449483545192
"LMBRD1",4.82032717079207e-06,-0.552407850992767,0.281,0.688,0.125309225131911
"PHYHIPL",4.85420870617212e-06,-0.635395095217076,0.123,0.459,0.12619000952565
"AEBP1",5.04126418701322e-06,0.699572928099862,0.175,0.013,0.131052703805596
"DNAH7",5.29786062647724e-06,-0.899159588358603,0.246,0.567,0.137723184845902
"MDGA2",5.4284328965396e-06,-1.08774775453864,0.404,0.682,0.141117541578443
"FAM66D",5.43517800194147e-06,-0.658473964441467,0.228,0.573,0.14129288733847
"NRCAM",5.48578329430858e-06,-1.0578609276519,0.474,0.675,0.142608422518846
"CCDC3",5.62509815800009e-06,-0.874247666466976,0.298,0.682,0.14623005171537
"SHISA9",5.69471906222045e-06,-1.06517800893401,0.351,0.662,0.148039916741483
"EPHA7",6.26199634637103e-06,-0.671945701411419,0.193,0.535,0.162786857020261
"LIMCH1",6.63003376794482e-06,-0.844509092027326,0.509,0.796,0.172354357831493
"MRPS30-DT",6.74568095184076e-06,-0.753338696473427,0.211,0.535,0.175360722024052
"CHRM3",6.76405086010351e-06,-1.17706965633407,0.421,0.65,0.175838266159251
"SSBP2",6.78273573233989e-06,-0.750882882060297,0.614,0.898,0.176323998097908
"PUS7L",6.79808998002132e-06,-0.350615424196309,0.07,0.42,0.176723147120634
"PPM1K",6.855264841708e-06,-0.52364890739884,0.193,0.535,0.178209464825041
"ATF6",7.00919081440129e-06,-0.433705580013762,0.351,0.752,0.182210924411176
"GABRA4",7.14834404815305e-06,-0.541121794127109,0.14,0.478,0.185828351875787
